WKT,id,sname
POINT (13.4804000056071 47.9400000164953),449,Kogl
POINT (13.4936999967311 47.9944000019737),450,
POINT (13.7624999845221 47.9360000047301),451,
POINT (13.7596999937393 47.9394999932086),452,
POINT (17.0249000160656 47.9679999941347),453,Zurndorf
POINT (17.0331999837567 47.9663999894286),454,
POINT (16.2309000019005 47.9386999908556),455,Leobersdorf
POINT (16.2282000169683 47.9478999959133),456,Kottingbrunn
POINT (16.2255999994012 47.9572999844788),457,
POINT (14.7645000170812 47.9393999885513),458,
POINT (14.7624999937458 47.9506999912455),459,
POINT (14.8627999876968 47.941200002572),460,
POINT (14.8855000035439 47.9452999847264),461,Gurhof
POINT (14.8946000026924 47.9462999957566),462,Ybbsitz
POINT (15.1215999984333 47.941500016544),463,
POINT (15.1278999987489 47.9445999764995),464,Kienberg-Gaming
POINT (15.1567000158353 47.9535999916664),465,Peutenburg
POINT (15.1749000018325 47.9774000024998),466,Neubruck
POINT (15.1654999918011 47.9888999827522),467,Neustift
POINT (15.1602999857286 47.994999995012),468,
POINT (13.759599989082 47.9429000119354),469,
POINT (13.7503000097232 47.9605999985483),470,
POINT (14.8222999863808 47.9430000165927),471,
POINT (14.8193999952618 47.9429000124437),472,Gstadt
POINT (14.798200012528 47.9437999856435),473,Kreilhof
POINT (14.7884000088109 47.9496000136521),474,Hammerschmiedsiedlung
POINT (14.7852999921223 47.9523000062632),475,Vogelsang
POINT (14.778700004571 47.9554000038111),476,Waidhofen an der Ybbs Lokalbahn
POINT (14.7739000010974 47.9567999960978),477,
POINT (13.9976000084508 47.9434000003165),478,
POINT (13.998999991139 47.9505000029784),479,Heiligenleithen
POINT (13.9994999922232 47.9522999959516),480,
POINT (13.5940999953394 47.9436000096311),481,Kammer-Schörfling
POINT (13.605199988719 47.9499999935498),482,
POINT (13.2207999925175 47.9509000005602),483,
POINT (13.2250999913549 47.9536999990007),484,Neumarkt-Köstendorf
POINT (13.2383999904862 47.9654000017671),485,Steindorf bei Straßwalchen
POINT (13.2409999908469 47.9669000127153),486,
POINT (13.606300005044 47.9521999912942),487,
POINT (13.6058999864147 47.9537999960003),488,
POINT (13.8826999977361 47.9534000122766),489,Eisengattern
POINT (13.9000000006253 47.9785999991332),490,
POINT (13.896400005429 47.9695999958973),491,Kirchham Ort
POINT (13.8982999858159 47.9742999948299),492,Kirchham
POINT (13.901000012293 47.9797000154582),493,
POINT (13.9991000084995 47.9547000030107),494,
POINT (14.0106000121533 47.9617000200121),495,Pettenbach
POINT (14.0209999918899 47.9666999766683),496,Diensthubersiedlung
POINT (14.026499996154 47.9737999926482),497,Wilfling
POINT (14.0372000146763 47.9955000053993),498,Moos
POINT (14.0451999913812 48.0068999907446),499,
POINT (14.3553999874986 47.9547000030107),500,
POINT (14.3559000107853 47.9746999920253),501,
POINT (16.7923000017035 47.9563000072973),502,Jois
POINT (16.6184000106842 47.847199989187),503,Schützen am Gebirge
POINT (16.5467000144892 47.8426999877361),504,
POINT (16.6317000041944 47.8511000019278),505,Schützen Haltestelle
POINT (16.6614999831441 47.8880999975407),506,Donnerskirchen
POINT (16.6992000050214 47.9058000023126),507,Purbach am Neusiedlersee
POINT (16.746199994402 47.9401999978957),508,Breitenbrunn
POINT (16.7576999939782 47.945900010521),509,Winden
POINT (13.6052999933763 47.9555000053637),510,
POINT (13.6052999915196 47.9599000129205),511,Siebenmühlen-Rosenau
POINT (13.6115000159577 47.9737999980867),512,Lenzing Ort
POINT (13.6139000139868 47.983399998095),513,Lenzing
POINT (13.6253000103946 48.001400009485),514,Oberthalheim-Timelkam
POINT (13.6292999941562 48.0061999930489),515,
POINT (14.765700003158 47.9559999937447),516,
POINT (14.7684000004116 47.9590000018791),517,Stadt Waidhofen an der Ybbs
POINT (14.7651000087241 47.9675000065511),518,Waidhofen an der Ybbs
POINT (14.7578999889423 47.9709999942322),519,
POINT (13.3030000161319 47.9587000147759),520,Oberhofen-Zell am Moos
POINT (13.2640000171782 47.9714000113892),521,Straßwalchen
POINT (13.2538999982472 47.9734000012913),522,
POINT (14.7713999893809 47.9587999845276),523,Waidhofen an der Ybbs-Schillerpark
POINT (14.7655000128864 47.9676000008894),524,Waidhofen an der Ybbs
POINT (13.3050000045617 47.9610000171776),525,
POINT (13.3089000116696 47.9671999917816),526,
POINT (13.7482000166361 47.9631000102648),527,
POINT (13.7448000092959 47.9683999942607),528,Aurachkirchen
POINT (13.7311000028811 47.9969000032957),529,Wankham
POINT (13.7184999947276 48.0044999836855),530,
POINT (15.2976999971744 47.9633999893311),531,
POINT (15.2999000128305 47.9631000113843),532,Boding
POINT (15.320600008069 47.9805999833302),533,Frankenfels
POINT (15.3561999987101 47.9946000106622),534,Schwarzenbach an der Pielach
POINT (15.3911000152829 48.0092000076211),535,Loich
POINT (15.4044000050832 48.0181999904441),536,Schwerbach
POINT (15.4318999978147 48.0224000146399),537,Kirchberg an der Pielach
POINT (15.4533999887852 48.0397000181498),538,Tradigist
POINT (15.4569000204647 48.0510999981994),539,Steinklamm
POINT (15.4656000013968 48.0668999926943),540,Rabenstein (Niederösterreich)
POINT (15.4784000016473 48.0777999968132),541,Mainburg
POINT (15.5075000069461 48.094900012188),542,Hofstetten-Grünau
POINT (15.5318999889705 48.1038999879465),543,Kammerhof
POINT (15.5384000043665 48.1154000209361),544,Weinburg
POINT (15.5417000120144 48.1183999808955),545,Klangen
POINT (15.5403999910985 48.1490000116513),546,
POINT (13.2346000049431 47.9961000129251),547,Friedburg-Lengau
POINT (13.2124999981614 48.019599975096),548,Teichstätt
POINT (13.1980999790344 48.0438000103829),549,Achenlohe
POINT (13.1857000002018 48.0668999904554),550,Munderfing Dampfsäge
POINT (13.180100005825 48.0726999969412),551,Munderfing
POINT (13.1523000166245 48.1078000069522),552,Mattighofen
POINT (13.1391999862967 48.1318999995426),553,Furth
POINT (13.1339999993525 48.1598999982864),554,Uttendorf-Helpfau
POINT (16.8562000129109 47.9908000088378),555,
POINT (16.8547000043288 47.9914000055663),556,Parndorf Ort
POINT (13.1282000103205 48.1917999984318),557,Mauerkirchen
POINT (13.0999999948105 48.2145999895587),558,Sankt Georgen an der Mattig
POINT (13.2488000050626 47.9715999872705),559,
POINT (16.2239999946951 47.968400012764),560,Bad Vöslau
POINT (16.2272000041073 47.9886000110934),561,
POINT (13.310799995442 47.9690000058024),562,
POINT (13.3256000084978 47.983300015348),563,Ederbauer
POINT (13.3567999927264 47.9850999959052),564,Pöndorf
POINT (13.3899999840533 47.9856000109959),565,
POINT (17.0112000063123 47.9705000058511),566,
POINT (16.898499993342 47.9880999878067),567,
POINT (16.8261000072787 47.9707000151658),568,
POINT (16.8389000100217 47.9797999852099),569,
POINT (15.5712999990837 47.9747999966827),570,
POINT (12.9111999894385 47.9759999827594),571,
POINT (14.3559000107853 47.9760999874168),572,
POINT (14.3538999858919 47.9787000059717),573,Dürnbach
POINT (14.3743999865414 47.9945000051632),574,Lahrndorf
POINT (14.4069999831384 48.0022000169762),575,Sand
POINT (14.4063999887008 48.0217999858467),576,Garsten
POINT (16.6029000139883 47.9765000060461),577,
POINT (16.6014999836912 47.9784999944759),578,
POINT (15.5772000028318 47.9994000006062),579,Schrambach
POINT (15.5807999940799 48.0066000190544),580,Stangenthal
POINT (15.5950999981353 48.010400015564),581,Lilienfeld
POINT (15.6081000019083 48.0243999975956),582,Marktl
POINT (15.6137000002504 48.0386000113143),583,Traisen Markt
POINT (15.6180000099093 48.047499996718),584,
POINT (12.9068999986069 47.9774999828082),585,
POINT (12.8984999985624 47.9811000077856),586,Eching
POINT (16.851000015069 47.9930000065822),587,
POINT (12.8893000167675 47.9901000106196),588,Irlach
POINT (12.8892000121277 47.9957999897439),589,Sankt Georgen bei Salzburg
POINT (12.8834999867801 48.0019000043831),590,Sankt Pantaleon-Reith
POINT (12.8707999843986 48.0093000019947),591,Wildshut
POINT (12.8639999955304 48.0143999830406),592,Eiferding
POINT (12.860699989204 48.0206000084485),593,Riedersbach
POINT (12.8566999993028 48.0241999936338),594,Trimmelkam
POINT (14.7564999935509 47.9781000107522),595,
POINT (14.7579999873934 47.9825999871075),596,Böhlerwerk an der Ybbs
POINT (14.740400011644 47.9934999949633),597,Sonntagberg
POINT (14.7419000116928 47.9979999951095),598,
POINT (16.5955999881536 48.0249999959868),599,
POINT (16.6091999932496 47.9843999900135),600,
POINT (12.9258999997302 47.9823999926804),601,Bürmoos
POINT (12.9371999985497 47.9889999881976),602,Zehmemoos
POINT (12.9501999907057 47.9893000087891),603,Lamprechtshausen
POINT (13.9018999843977 47.9810000061923),604,
POINT (13.9054999971577 47.9866999826907),605,Falkenohren
POINT (13.9176000200677 47.9932999869871),606,Weidach
POINT (13.9190000128779 48.000999995207),607,Vorchdorf-Eggenberg
POINT (13.3929999841508 47.9862000040342),608,
POINT (13.4333000018994 47.9820000151125),609,Frankenmarkt
POINT (13.4514999860517 47.9864000133489),610,
POINT (13.4549000047785 47.9871000110446),611,
POINT (13.4881999849172 47.9964999950608),612,
POINT (17.0720000106149 48.0792000070562),613,
POINT (16.8725000050741 47.9872000157346),614,Parndorf
POINT (16.8631999898679 47.988199992464),615,
POINT (16.852300005803 47.9907000041805),616,
POINT (16.8396000077174 47.9977000160431),617,
POINT (13.492400008692 47.9975999952161),618,Vöcklamarkt
POINT (13.4896999849659 47.9970999880991),619,
POINT (15.1609000136726 47.9967000043754),620,
POINT (15.1639999927401 48.0034999854151),621,Scheibbs
POINT (15.1624000137214 48.0054999953532),622,
POINT (13.4909000059483 47.9984000137388),623,Vöcklamarkt
POINT (13.4989999992304 48.020600000498),624,
POINT (14.7413999884061 47.9990000067772),625,
POINT (14.7375999859556 48.0038999906471),626,
POINT (16.8323000167884 48.0007000161406),627,
POINT (16.7893000037559 48.0174999957431),628,Bruck an der Leitha
POINT (13.9186999989059 48.001499983588),629,Vorchdorf-Eggenberg
POINT (13.9171000071389 48.0040999789358),630,Vorchdorf-Schule
POINT (13.9166000058188 48.0050000069722),631,
POINT (13.8052999882399 48.0031999929514),632,
POINT (13.8319000053936 48.0257999983399),633,
POINT (14.7368999882599 48.0049000023148),634,
POINT (14.7410999954853 48.0092999894911),635,Rosenau
POINT (14.7631000149392 48.022000001383),636,Hilm-Kematen
POINT (14.7887000006292 48.0431999881234),637,Kröllendorf
POINT (14.8157999992957 48.0744999988428),638,Ulmerfeld-Hausmening
POINT (14.8394999794684 48.1093000051072),639,Greinsfurth
POINT (14.8412999986334 48.1121000034712),640,
POINT (13.7167999853642 48.0052999860385),641,
POINT (13.7165000062978 48.0061999930489),642,
POINT (13.6525999972403 48.0117000048628),643,
POINT (13.5980999972452 48.0072000062733),644,Timelkam
POINT (13.5708999969126 48.0152999979987),645,
POINT (13.7124999945326 48.0072000047166),646,
POINT (13.6681000090341 48.009299991356),647,Vöcklabruck
POINT (13.6559000113098 48.0126000118732),648,
POINT (13.7150000062491 48.008100011727),649,
POINT (13.7203000060056 48.0133000053494),650,Attnang-Puchheim
POINT (16.3048999926698 48.008100011727),651,
POINT (16.3028999994007 48.0167999917293),652,Traiskirchen Aspangbahn
POINT (16.3149999929894 48.0312999895098),653,Möllersdorf Aspangbahn
POINT (16.3298000087284 48.0494999952311),654,Guntramsdorf-Kaiserau
POINT (16.335300012274 48.0561000132867),655,
POINT (15.1600000066622 48.0083999907934),656,
POINT (15.1517999945047 48.0188000000185),657,Saffen
POINT (15.1498999900448 48.0248999913295),658,
POINT (14.0458999890769 48.0094000024611),659,
POINT (14.0469999931933 48.0117999828834),660,Voitsdorf
POINT (14.0434000125946 48.0206000113377),661,Wiesmühle
POINT (14.0556999917224 48.0384999964255),662,Großendorf
POINT (13.913800015036 48.0098999908421),663,
POINT (13.9119999972317 48.0135999954457),664,Feldham
POINT (13.9083000038881 48.0221999945468),665,Kößlwang
POINT (13.907000012488 48.0306000124581),666,Waldl
POINT (13.879490005311 48.0812500152675),667,
POINT (16.255100011995 48.0139000026073),668,
POINT (16.2672999964588 48.0240999981413),669,Pfaffstätten
POINT (16.2731000125799 48.0296000007904),670,
POINT (13.5676000177487 48.0163000096664),671,
POINT (13.5500000008876 48.0194000144212),672,
POINT (13.5463000030944 48.0199000028023),673,Neukirchen-Gampern
POINT (13.5037000086912 48.0248999913295),674,
POINT (13.5010999923175 48.0233999912808),675,
POINT (16.737299990431 48.02090001447),676,
POINT (16.7850000129243 48.0324999962305),677,
POINT (16.717199996759 48.0217999865747),678,Wilfleinsdorf
POINT (16.6791000025021 48.0227999982424),679,
POINT (14.4090000055296 48.0226999935851),680,
POINT (14.4196000105281 48.0315999892202),681,
POINT (16.6753000000516 48.0229000028997),682,Sarasdorf
POINT (16.645300012149 48.023800009514),683,Trautmannsdorf an der Leitha
POINT (16.5911999926647 48.0251000006442),684,
POINT (16.5861000053888 48.0252000051857),685,Götzendorf
POINT (16.4974900089342 48.0327499904211),686,
POINT (16.5967000044787 48.1198000130295),687,
POINT (15.951999997492 48.0253000099588),688,
POINT (15.9084999971154 48.0279999961275),689,Kaumberg
POINT (15.8929999957834 48.0266000027438),690,Kaumberg Markt
POINT (15.8611999922144 48.0305000078008),691,
POINT (15.1476999923003 48.0284999844654),692,
POINT (15.1400999967946 48.0372999926634),693,Sölling
POINT (15.1300000060439 48.0578999843821),694,Purgstall
POINT (15.1353000093355 48.0768000034435),695,Schauboden
POINT (15.1304000026044 48.0942999916196),696,Mühling-Plaika
POINT (15.134600010491 48.1103999941078),697,Mühling
POINT (13.8354999985294 48.0296000007904),698,
POINT (13.7049999942889 48.0299999845141),699,
POINT (13.7367000046272 48.0307999868671),700,
POINT (15.8569000013829 48.0307999868671),701,Gerichtsberg
POINT (15.8010000158558 48.0389000150548),702,
POINT (16.2747999870377 48.0312000054965),703,
POINT (16.2845000020742 48.0397000319304),704,Gumpoldskirchen
POINT (16.2926000132135 48.0465999897076),705,
POINT (16.5139999924832 48.0374999847578),706,
POINT (16.4905999789233 48.0346999957807),707,Gramatneusiedl
POINT (16.4462000175691 48.0806999955079),708,Himberg
POINT (16.4473999968894 48.1142000022071),709,Lanzendorf-Rannersdorf
POINT (16.4200000082135 48.1019000157038),710,Maria Lanzendorf
POINT (16.403199998191 48.0967999890117),711,
POINT (14.8453000103986 48.1143000012156),712,
POINT (14.8590999899036 48.1183999827325),713,
POINT (13.7033999895829 48.0337000172129),714,
POINT (13.7018999921319 48.0352999847043),715,Lehen-Altensam
POINT (13.6831000049292 48.0527999796619),716,Wolfshütte
POINT (13.6726999909123 48.0621999832334),717,
POINT (14.4217000036152 48.0341000009366),718,
POINT (14.4262999997059 48.038000001074),719,Steyr
POINT (14.4285000061632 48.0392999987786),720,
POINT (13.740600011735 48.0347999986323),721,
POINT (13.767199993983 48.0534999969129),722,Schwanenstadt
POINT (14.2115999921341 48.0362999986811),723,
POINT (14.1941999845876 48.0688000113723),724,
POINT (15.7966999901186 48.0368999917194),725,
POINT (15.7706000102733 48.0389000082565),726,Hainfeld
POINT (15.745000010836 48.0467999889873),727,Rohrbach an der Gölsen
POINT (15.6728999826005 48.0444999968266),728,Sankt Veit an der Gölsen
POINT (15.650800001667 48.0499000037771),729,Wiesenfeld-Schwarzenbach
POINT (15.7076000113332 48.0494000193486),730,Rainfeld-Klein Zell
POINT (14.430999982974 48.0402000057889),731,
POINT (14.4452999857657 48.0436999942674),732,
POINT (16.8113999858577 48.0439000035821),733,
POINT (16.865100008546 48.1041999845981),734,
POINT (14.4481000114542 48.0442999873058),735,
POINT (14.4489000138072 48.0449000152498),736,
POINT (14.0583000080961 48.0452999989735),737,
POINT (14.0614000072677 48.0514999833596),738,Maidorf
POINT (14.0581000062886 48.0735999898866),739,Sattledt
POINT (14.0538400098129 48.0748499964432),740,
POINT (14.450099999884 48.0464000152986),741,
POINT (14.4511000011256 48.0475999888643),742,Steyr-Münichholz
POINT (14.4624999774853 48.066999991382),743,Ramingdorf-Haidershofen
POINT (14.4747999959203 48.0911999822417),744,Dorf an der Enns
POINT (14.4870000080641 48.1019999868537),745,
POINT (14.1348000105819 48.0501000130917),746,
POINT (14.1387000184251 48.0526000008693),747,Kremsmünster Markt
POINT (14.577299990055 48.1144000058729),748,
POINT (14.5668999892698 48.1154999864761),749,Haag
POINT (14.1936999964842 48.0686000021688),750,Rohr-Bad Hall
POINT (15.6190999913287 48.0507000061301),751,
POINT (15.6180000099093 48.0532999875983),752,
POINT (15.6472000085311 48.0509000154448),753,
POINT (15.6138000016608 48.0555999829734),754,Traisen
POINT (15.6038000155261 48.0678999906067),755,Rotheau-Eschenau
POINT (15.5992000079411 48.0832999937454),756,Göblasbruck
POINT (15.6100000062256 48.0997000042985),757,Kreisbach
POINT (15.610799988973 48.1113000155762),758,Wilhelmsburg an der Traisen
POINT (15.6146999958399 48.1239999992038),759,
POINT (16.3014000041913 48.0546999829897),760,
POINT (16.3069999857569 48.0634000042157),761,
POINT (14.6355999826412 48.0554999853427),762,
POINT (14.6478999973891 48.0542999992156),763,Sankt Peter-Seitenstetten
POINT (14.7044000028897 48.0555999888332),764,Krenstetten-Biberbach
POINT (14.7559999990228 48.0691999909161),765,Aschbach
POINT (14.792100010997 48.0915999911698),766,
POINT (14.6326000174494 48.0561999830384),767,
POINT (14.6136000052746 48.0754000045177),768,Sankt Johann-Weistrach
POINT (14.6000000001007 48.0885999910723),769,
POINT (13.7722999871676 48.0566000016677),770,
POINT (13.7765000082475 48.0594999971079),771,
POINT (13.8441999848499 48.0606000134329),772,
POINT (13.8754000068071 48.0777000070075),773,
POINT (13.7802000060407 48.061400015786),774,
POINT (13.7995999979913 48.0782999966122),775,Breitenschützing
POINT (16.3424999985457 48.0642000065688),776,
POINT (16.3498000112384 48.0736000010483),777,Laxenburg-Biedermannsdorf
